payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type
P001455,E0122,2025-08-15,58.44,0.0,1314.84,0.0,0,0,236.67,1078.17,False,None
P001456,E0122,2025-08-31,53.49,0.0,1203.49,0.0,0,0,216.63,986.87,False,None
P001457,E0122,2025-09-15,76.08,0.0,1711.89,0.0,0,0,308.14,1403.75,False,None
P001458,E0122,2025-09-30,49.58,0.0,1115.48,0.0,0,0,200.79,914.69,False,None
P001459,E0122,2025-10-15,53.06,0.0,1193.92,0.0,0,0,214.9,979.01,False,None
P001460,E0122,2025-10-31,46.16,0.0,1038.7,0.0,0,0,186.97,851.74,False,None
P001461,E0122,2025-11-15,50.02,0.0,1125.48,0.0,0,0,202.59,922.9,False,None
P001462,E0122,2025-11-30,28.39,0.0,638.67,0.0,0,0,114.96,523.71,False,None
P001463,E0122,2025-12-15,53.72,0.0,1208.81,0.0,0,0,217.58,991.22,False,None
P001464,E0122,2025-12-31,60.74,0.0,1366.72,0.0,0,0,246.01,1120.71,False,None
P001465,E0123,2025-07-15,53.17,0.0,3296.73,0.0,0,0,890.12,2406.61,False,None
P001466,E0123,2025-07-31,39.49,0.0,2448.32,0.0,0,0,661.05,1787.28,False,None
P001467,E0123,2025-08-15,43.59,14.0,2702.31,1302.0,0,0,729.62,1972.69,True,Unusual Overtime
P001468,E0123,2025-08-31,30.56,0.0,1894.62,0.0,0,0,511.55,1383.08,False,None
P001469,E0123,2025-09-15,57.83,0.0,3585.55,0.0,0,0,968.1,2617.45,False,None
P001470,E0123,2025-09-30,41.95,0.0,2600.77,0.0,250,0,702.21,2148.56,False,None
P001471,E0123,2025-10-15,49.77,0.0,3085.76,0.0,1000,0,833.16,3252.61,False,None
P001472,E0123,2025-10-31,48.77,0.0,3023.75,0.0,0,0,816.41,2207.33,False,None
P001473,E0123,2025-11-15,61.9,0.0,3837.91,0.0,0,0,1036.24,2801.68,False,None
P001474,E0123,2025-11-30,50.68,0.0,3142.3,0.0,250,0,848.42,2543.88,False,None
P001475,E0123,2025-12-15,56.47,0.0,3501.21,0.0,0,0,945.33,2555.88,False,None
P001476,E0123,2025-12-31,54.37,0.0,3371.05,0.0,0,0,910.18,2460.86,False,None
P001477,E0124,2025-07-15,60.88,0.0,1339.26,0.0,0,150,348.21,841.05,False,None
P001478,E0124,2025-07-31,48.09,0.0,1057.91,0.0,0,150,275.06,632.86,False,None
P001479,E0124,2025-08-15,64.96,0.0,1429.05,0.0,0,150,371.55,907.5,False,None
P001480,E0124,2025-08-31,34.11,0.0,750.52,0.0,0,-150,195.14,405.39,True,Negative Deduction
P001481,E0124,2025-09-15,56.86,0.0,1250.92,0.0,0,150,325.24,775.68,False,None
P001482,E0124,2025-09-30,43.07,0.0,947.47,0.0,0,150,246.34,551.13,False,None
P001483,E0124,2025-10-15,46.06,0.0,1013.28,0.0,0,150,263.45,599.82,False,None
P001484,E0124,2025-10-31,54.56,0.0,1200.22,0.0,1000,150,312.06,1238.16,True,Duplicate Bonus
P001485,E0124,2025-11-15,54.49,0.0,1198.81,0.0,0,150,311.69,737.12,False,None
P001486,E0124,2025-11-30,54.85,0.0,1206.73,0.0,0,150,313.75,742.98,False,None
P001487,E0124,2025-12-15,38.91,0.0,856.04,0.0,0,150,222.57,483.47,False,None
P001488,E0124,2025-12-31,61.59,0.0,1355.03,0.0,0,150,352.31,852.72,False,None
P001489,E0125,2025-07-15,72.79,0.0,3515.26,0.0,0,75,913.97,2526.29,False,None
P001490,E0125,2025-07-31,73.86,0.0,3566.78,0.0,0,75,927.36,2564.42,False,None
P001491,E0125,2025-08-15,85.1,5.1,4109.63,369.65,0,75,1068.5,3335.78,False,None
P001492,E0125,2025-08-31,77.71,0.0,3752.43,0.0,0,75,975.63,2701.8,False,None
P001493,E0125,2025-09-15,82.47,2.47,3982.29,178.63,0,75,1035.39,3050.52,False,None
P001494,E0125,2025-09-30,62.75,0.0,3030.06,0.0,1000,75,787.82,3167.25,False,None
P001495,E0125,2025-10-15,82.27,2.27,3973.04,164.76,0,75,1032.99,3029.81,False,None
P001496,E0125,2025-10-31,81.74,1.74,3947.35,126.23,0,75,1026.31,2972.27,False,None
P001497,E0125,2025-11-15,75.92,0.0,3666.23,0.0,0,75,953.22,2638.01,False,None
P001498,E0125,2025-11-30,63.41,0.0,3061.94,0.0,0,75,796.11,2190.84,False,None
P001499,E0125,2025-12-15,78.3,0.0,3780.99,0.0,0,75,983.06,2722.93,False,None
P001500,E0125,2025-12-31,79.7,0.0,3848.76,0.0,0,75,1000.68,2773.08,False,None
P001501,E0126,2025-07-15,77.06,0.0,2080.68,0.0,0,150,540.98,1389.7,False,None
P001502,E0126,2025-07-31,65.31,0.0,1763.39,0.0,500,150,458.48,1654.91,False,None
P001503,E0126,2025-08-15,92.76,33.76,2504.46,1367.19,0,150,651.16,2220.0,True,Unusual Overtime
P001504,E0126,2025-08-31,74.89,0.0,2022.01,0.0,0,150,525.72,1346.28,False,None
P001505,E0126,2025-09-15,78.22,0.0,2112.0,0.0,0,150,549.12,1412.88,False,None
P001506,E0126,2025-09-30,60.72,0.0,1639.55,0.0,0,150,426.28,1063.27,False,None
P001507,E0126,2025-10-15,92.76,12.76,2504.49,516.73,0,150,651.17,2220.05,False,None
P001508,E0126,2025-10-31,76.27,0.0,2059.23,0.0,0,150,535.4,1373.83,False,None
P001509,E0126,2025-11-15,80.79,0.79,2181.27,31.9,0,150,567.13,1496.04,False,None
P001510,E0126,2025-11-30,88.97,8.97,2402.08,363.12,0,-150,624.54,1990.66,True,Negative Deduction
P001511,E0126,2025-12-15,74.59,0.0,2013.92,0.0,0,150,523.62,1340.3,False,None
P001512,E0126,2025-12-31,87.71,7.71,2368.06,312.09,0,150,615.7,1914.46,False,None
P001513,E0127,2025-07-15,63.51,0.0,1463.89,0.0,500,75,263.5,1625.39,False,None
P001514,E0127,2025-07-31,84.41,4.41,1945.6,152.4,0,75,350.21,1672.8,False,None
P001515,E0127,2025-08-15,92.58,12.58,2133.92,434.88,0,75,384.11,2109.7,False,None
P001516,E0127,2025-08-31,75.36,0.0,1736.97,0.0,0,75,312.65,1349.32,False,None
P001517,E0127,2025-09-15,88.95,8.95,2050.32,309.48,0,75,369.06,1915.75,False,None
P001518,E0127,2025-09-30,94.67,34.67,2182.18,1198.76,0,75,392.79,2221.65,True,Unusual Overtime
P001519,E0127,2025-10-15,77.96,0.0,1797.01,0.0,500,75,323.46,1898.55,False,None
P001520,E0127,2025-10-31,77.3,0.0,1781.76,0.0,0,75,320.72,1386.04,False,None
P001521,E0127,2025-11-15,72.81,0.0,1678.35,0.0,0,75,302.1,1301.25,False,None
P001522,E0127,2025-11-30,75.92,0.0,1750.01,0.0,0,75,315.0,1360.0,False,None
P001523,E0127,2025-12-15,73.48,0.0,1693.65,0.0,0,75,304.86,1313.79,False,None
P001524,E0127,2025-12-31,72.81,0.0,1678.2,0.0,0,75,302.08,1301.13,False,None
P001525,E0128,2025-07-15,89.59,9.59,4738.45,760.88,0,0,1042.46,4456.87,False,None
P001526,E0128,2025-07-31,73.68,0.0,3896.97,0.0,0,0,857.33,3039.63,True,Negative Deduction
P001527,E0128,2025-08-15,82.07,15.07,4340.59,1195.43,250,0,954.93,3799.74,True,Unusual Overtime
P001528,E0128,2025-08-31,80.31,0.31,4247.38,24.27,0,0,934.42,3337.22,False,None
P001529,E0128,2025-09-15,91.98,11.98,4865.07,950.81,0,0,1070.32,4745.57,False,None
P001530,E0128,2025-09-30,75.97,0.0,4018.3,0.0,1000,0,884.03,4134.28,False,None
P001531,E0128,2025-10-15,83.05,3.05,4392.47,241.91,250,0,966.34,3918.03,True,Negative Deduction
P001532,E0128,2025-10-31,86.33,6.33,4565.92,502.08,0,0,1004.5,4063.49,True,Duplicate Bonus
P001533,E0128,2025-11-15,91.92,11.92,4861.54,945.51,500,0,1069.54,5237.52,False,None
P001534,E0128,2025-11-30,75.86,0.0,4012.13,0.0,0,0,882.67,3129.46,False,None
P001535,E0128,2025-12-15,75.06,0.0,3969.76,0.0,0,0,873.35,3096.41,False,None
P001536,E0128,2025-12-31,71.51,0.0,3781.94,0.0,0,0,832.03,2949.91,False,None
P001537,E0129,2025-07-15,67.89,0.0,2453.56,0.0,0,275,441.64,1736.92,False,None
P001538,E0129,2025-07-31,61.08,0.0,2207.28,0.0,500,275,397.31,2034.97,False,None
P001539,E0129,2025-08-15,49.66,0.0,1794.8,0.0,0,275,323.06,1196.73,False,None
P001540,E0129,2025-08-31,65.45,0.0,2365.42,0.0,1000,275,425.78,2664.64,False,None
P001541,E0129,2025-09-15,49.19,0.0,1777.55,0.0,0,275,319.96,1182.59,True,Duplicate Bonus
P001542,E0129,2025-09-30,55.8,0.0,2016.44,0.0,0,275,362.96,1378.48,False,None
P001543,E0129,2025-10-15,50.08,0.0,1809.94,0.0,250,275,325.79,1459.15,False,None
P001544,E0129,2025-10-31,53.18,0.0,1922.01,0.0,0,275,345.96,1301.05,False,None
P001545,E0129,2025-11-15,52.33,0.0,1891.35,0.0,0,275,340.44,1275.91,False,None
P001546,E0129,2025-11-30,46.6,0.0,1684.13,0.0,0,275,303.14,1105.99,False,None
P001547,E0129,2025-12-15,58.74,0.0,2122.86,0.0,0,-275,382.12,1465.75,True,Negative Deduction
P001548,E0129,2025-12-31,55.73,0.0,2014.0,0.0,1000,275,362.52,1876.48,True,Duplicate Bonus
P001549,E0130,2025-07-15,88.22,8.22,3272.14,457.41,0,275,850.76,2603.79,False,None
P001550,E0130,2025-07-31,82.56,2.56,3062.22,142.53,0,275,796.18,2133.57,False,None
P001551,E0130,2025-08-15,72.75,0.0,2698.2,0.0,0,275,701.53,1721.67,False,None
P001552,E0130,2025-08-31,93.68,13.68,3474.41,760.81,0,275,903.35,3056.88,False,None
P001553,E0130,2025-09-15,77.9,0.0,2889.29,0.0,0,275,751.22,1863.08,False,None
P001554,E0130,2025-09-30,82.91,2.91,3075.23,162.04,0,275,799.56,2162.71,False,None
P001555,E0130,2025-10-15,85.08,5.08,3155.73,282.8,0,275,820.49,2343.04,False,None
P001556,E0130,2025-10-31,82.86,2.86,3073.25,159.08,0,275,799.05,2158.29,False,None
P001557,E0130,2025-11-15,87.32,7.32,3238.82,407.43,0,275,842.09,2529.16,False,None
P001558,E0130,2025-11-30,88.59,8.59,3285.69,477.74,0,275,854.28,2634.15,False,None
P001559,E0130,2025-12-15,78.2,0.0,2900.49,0.0,0,275,754.13,1871.36,False,None
P001560,E0130,2025-12-31,93.0,13.0,3449.51,723.46,0,275,896.87,3001.1,False,None
P001561,E0131,2025-07-15,47.86,0.0,1491.47,0.0,0,0,402.7,1088.77,False,None
P001562,E0131,2025-07-31,52.69,0.0,1641.94,0.0,0,0,443.33,1198.62,False,None
P001563,E0131,2025-08-15,46.9,0.0,1461.36,0.0,0,0,394.57,1066.79,True,Negative Deduction
P001564,E0131,2025-08-31,44.61,0.0,1390.12,0.0,0,0,375.33,1014.79,True,Negative Deduction
P001565,E0131,2025-09-15,58.35,0.0,1818.3,0.0,500,0,490.94,1827.36,False,None
P001566,E0131,2025-09-30,74.98,0.0,2336.23,0.0,0,0,630.78,1705.45,False,None
P001567,E0131,2025-10-15,47.11,0.0,1467.82,0.0,0,0,396.31,1071.51,False,None
P001568,E0131,2025-10-31,59.72,0.0,1860.96,0.0,0,0,502.46,1358.5,False,None
P001569,E0131,2025-11-15,47.39,0.0,1476.76,0.0,0,0,398.72,1078.03,False,None
P001570,E0131,2025-11-30,49.92,0.0,1555.39,0.0,500,0,419.95,1635.43,False,None
P001571,E0131,2025-12-15,64.06,0.0,1996.13,0.0,0,0,538.96,1457.18,False,None
P001572,E0131,2025-12-31,41.41,0.0,1290.39,0.0,0,0,348.41,941.98,False,None
P001573,E0132,2025-07-15,39.29,0.0,1211.06,0.0,0,75,314.88,821.19,False,None
P001574,E0132,2025-07-31,49.3,0.0,1519.5,0.0,0,75,395.07,1049.43,False,None
P001575,E0132,2025-08-15,55.31,0.0,1704.63,0.0,0,75,443.2,1186.43,False,None
P001576,E0132,2025-08-31,53.71,0.0,1655.32,0.0,0,75,430.38,1149.94,True,Duplicate Bonus
P001577,E0132,2025-09-15,52.89,0.0,1629.93,0.0,0,75,423.78,1131.15,False,None
P001578,E0132,2025-09-30,50.27,0.0,1549.42,0.0,0,75,402.85,1071.57,False,None
P001579,E0132,2025-10-15,56.29,0.0,1734.93,0.0,0,75,451.08,1208.85,False,None
P001580,E0132,2025-10-31,26.69,0.0,822.6,0.0,0,75,213.88,533.73,False,None
P001581,E0132,2025-11-15,43.99,0.0,1355.88,0.0,0,75,352.53,928.35,False,None
P001582,E0132,2025-11-30,49.25,0.0,1517.92,0.0,0,75,394.66,1048.26,False,None
P001583,E0132,2025-12-15,55.64,0.0,1714.71,0.0,0,75,445.82,1193.89,False,None
P001584,E0132,2025-12-31,61.92,0.0,1908.32,0.0,0,75,496.16,1337.15,False,None
P001585,E0133,2025-07-15,72.92,0.0,2711.87,0.0,0,75,596.61,2040.25,True,Duplicate Bonus
P001586,E0133,2025-07-31,91.66,11.66,3408.71,650.27,0,75,749.92,3234.06,False,None
P001587,E0133,2025-08-15,76.38,0.0,2840.55,0.0,0,75,624.92,2140.63,False,None
P001588,E0133,2025-08-31,78.96,0.0,2936.55,0.0,0,75,646.04,2215.51,False,None
P001589,E0133,2025-09-15,84.65,4.65,3148.19,259.48,0,75,692.6,2640.07,False,None
P001590,E0133,2025-09-30,78.37,0.0,2914.73,0.0,0,75,641.24,2198.49,False,None
P001591,E0133,2025-10-15,88.88,8.88,3305.48,495.42,0,75,727.21,2998.7,False,None
P001592,E0133,2025-10-31,76.76,0.0,2854.82,0.0,0,-75,628.06,2151.76,True,Negative Deduction
P001593,E0133,2025-11-15,76.88,0.0,2859.31,0.0,0,75,629.05,2155.26,False,None
P001594,E0133,2025-11-30,88.42,8.42,3288.19,469.48,500,75,723.4,3459.26,False,None
P001595,E0133,2025-12-15,73.9,0.0,2748.16,0.0,0,75,604.59,2068.56,False,None
P001596,E0133,2025-12-31,81.99,1.99,3049.26,111.09,0,75,670.84,2414.52,False,None
P001597,E0134,2025-07-15,66.72,0.0,1723.95,0.0,0,75,310.31,1338.63,True,Duplicate Bonus
P001598,E0134,2025-07-31,94.56,14.56,2443.36,564.23,0,75,439.8,2492.79,False,None
P001599,E0134,2025-08-15,89.65,9.65,2316.62,374.13,0,75,416.99,2198.75,True,Duplicate Bonus
P001600,E0134,2025-08-31,102.0,22.0,2635.7,852.75,0,-75,474.43,2939.03,True,Negative Deduction
P001601,E0134,2025-09-15,90.71,10.71,2343.87,415.0,0,75,421.9,2261.97,False,None
P001602,E0134,2025-09-30,70.96,0.0,1833.68,0.0,0,75,330.06,1428.62,False,None
P001603,E0134,2025-10-15,85.35,5.35,2205.42,207.33,500,75,396.98,2440.78,False,None
P001604,E0134,2025-10-31,72.66,0.0,1877.43,0.0,250,75,337.94,1714.49,False,None
P001605,E0134,2025-11-15,92.62,12.62,2393.41,489.32,0,75,430.81,2376.92,False,None
P001606,E0134,2025-11-30,71.19,0.0,1839.57,0.0,0,75,331.12,1433.45,False,None
P001607,E0134,2025-12-15,70.81,0.0,1829.65,0.0,0,75,329.34,1425.31,False,None
P001608,E0134,2025-12-31,67.12,0.0,1734.42,0.0,0,75,312.2,1347.22,False,None
P001609,E0135,2025-07-15,76.09,0.0,4284.03,0.0,250,75,771.13,3687.91,False,None
P001610,E0135,2025-07-31,74.48,0.0,4193.46,0.0,0,75,754.82,3363.64,False,None
P001611,E0135,2025-08-15,69.91,0.0,3935.75,0.0,0,75,708.44,3152.32,False,None
P001612,E0135,2025-08-31,95.92,15.92,5400.21,1344.32,0,75,972.04,5697.49,False,None
P001613,E0135,2025-09-15,84.24,4.24,4742.66,357.99,0,75,853.68,4171.97,False,None
P001614,E0135,2025-09-30,83.3,3.3,4689.67,278.51,0,75,844.14,4049.04,False,None
P001615,E0135,2025-10-15,92.71,12.71,5219.76,1073.64,0,75,939.56,5278.84,False,None
P001616,E0135,2025-10-31,82.05,2.05,4619.42,173.13,0,75,831.5,3886.05,False,None
P001617,E0135,2025-11-15,74.01,0.0,4166.79,0.0,0,75,750.02,3341.77,False,None
P001618,E0135,2025-11-30,66.4,0.0,3738.23,0.0,0,75,672.88,2990.34,False,None
P001619,E0135,2025-12-15,73.56,0.0,4141.4,0.0,0,75,745.45,3320.95,False,None
P001620,E0135,2025-12-31,92.04,12.04,5182.04,1017.06,0,75,932.77,5191.33,False,None
P001621,E0136,2025-07-15,39.96,0.0,1877.99,0.0,0,275,488.28,1114.72,False,None
P001622,E0136,2025-07-31,52.83,0.0,2482.78,0.0,0,275,645.52,1562.25,False,None
P001623,E0136,2025-08-15,58.27,0.0,2738.76,0.0,250,275,712.08,2001.68,False,None
P001624,E0136,2025-08-31,52.28,0.0,2457.29,0.0,0,275,638.9,1543.39,False,None
P001625,E0136,2025-09-15,53.19,0.0,2500.02,0.0,0,275,650.0,1575.01,False,None
P001626,E0136,2025-09-30,55.24,0.0,2596.51,0.0,1000,275,675.09,2646.42,False,None
P001627,E0136,2025-10-15,53.03,19.0,2492.61,1339.5,250,275,648.08,1819.53,True,Unusual Overtime
P001628,E0136,2025-10-31,62.87,0.0,2955.01,0.0,1000,275,768.3,2911.71,False,None
P001629,E0136,2025-11-15,41.68,0.0,1958.85,0.0,0,275,509.3,1174.55,False,None
P001630,E0136,2025-11-30,51.92,0.0,2440.4,0.0,250,275,634.5,1780.9,False,None
P001631,E0136,2025-12-15,35.45,0.0,1666.34,0.0,0,275,433.25,958.09,False,None
P001632,E0136,2025-12-31,33.41,0.0,1570.27,0.0,0,275,408.27,887.0,False,None
P001633,E0137,2025-07-15,79.35,0.0,2229.64,0.0,0,75,401.34,1753.31,False,None
P001634,E0137,2025-07-31,84.35,18.35,2370.15,773.33,250,75,426.63,2301.75,True,Unusual Overtime
P001635,E0137,2025-08-15,93.05,34.05,2614.57,1435.01,500,75,470.62,3118.81,True,Unusual Overtime
P001636,E0137,2025-08-31,99.36,19.36,2791.97,815.95,0,75,502.55,3030.37,False,None
P001637,E0137,2025-09-15,90.56,21.56,2544.7,908.71,0,75,458.05,2456.71,True,Unusual Overtime
P001638,E0137,2025-09-30,85.82,5.82,2411.47,245.2,500,75,434.06,2647.6,False,None
P001639,E0137,2025-10-15,81.28,1.28,2283.96,53.94,0,75,411.11,1851.79,False,None
P001640,E0137,2025-10-31,67.75,0.0,1903.78,0.0,0,75,342.68,1486.1,False,None
P001641,E0137,2025-11-15,78.83,0.0,2215.17,0.0,0,75,398.73,1741.44,False,None
P001642,E0137,2025-11-30,90.32,10.32,2538.08,435.12,0,75,456.85,2441.34,False,None
P001643,E0137,2025-12-15,87.19,7.19,2449.93,302.9,0,75,440.99,2236.85,False,None
P001644,E0137,2025-12-31,69.71,0.0,1958.83,0.0,0,75,352.59,1531.24,False,None
P001645,E0138,2025-07-15,54.91,0.0,1563.35,0.0,0,75,422.1,1066.25,False,None
P001646,E0138,2025-07-31,54.23,0.0,1543.85,0.0,0,75,416.84,1052.01,False,None
P001647,E0138,2025-08-15,52.8,0.0,1503.19,0.0,0,75,405.86,1022.33,False,None
P001648,E0138,2025-08-31,49.78,0.0,1417.16,0.0,0,75,382.63,959.52,False,None
P001649,E0138,2025-09-15,55.32,0.0,1575.09,0.0,0,75,425.28,1074.82,False,None
P001650,E0138,2025-09-30,55.58,0.0,1582.32,0.0,0,75,427.23,1080.09,True,Duplicate Bonus
P001651,E0138,2025-10-15,44.87,0.0,1277.4,0.0,0,75,344.9,857.5,False,None
P001652,E0138,2025-10-31,53.64,0.0,1527.13,0.0,0,75,412.33,1039.81,False,None
P001653,E0138,2025-11-15,48.48,0.0,1380.36,0.0,0,75,372.7,932.67,False,None
P001654,E0138,2025-11-30,38.1,0.0,1084.77,0.0,0,75,292.89,716.88,False,None
P001655,E0138,2025-12-15,45.51,0.0,1295.59,0.0,0,75,349.81,870.78,False,None
P001656,E0138,2025-12-31,37.49,0.0,1067.35,0.0,250,75,288.19,954.17,False,None
P001657,E0139,2025-07-15,87.84,7.84,3686.68,493.61,0,150,958.54,3071.75,False,None
P001658,E0139,2025-07-31,82.85,2.85,3477.09,179.24,0,150,904.04,2602.29,False,None
P001659,E0139,2025-08-15,77.16,0.0,3238.24,0.0,0,150,841.94,2246.3,False,None
P001660,E0139,2025-08-31,91.36,11.36,3834.55,715.43,0,150,996.98,3403.0,False,None
P001661,E0139,2025-09-15,80.54,0.54,3380.43,34.24,1000,150,878.91,3385.76,False,None
P001662,E0139,2025-09-30,68.55,0.0,2877.05,0.0,0,150,748.03,1979.02,False,None
P001663,E0139,2025-10-15,76.48,0.0,3210.04,0.0,0,150,834.61,2225.43,False,None
P001664,E0139,2025-10-31,93.06,13.06,3905.85,822.37,0,150,1015.52,3562.7,False,None
P001665,E0139,2025-11-15,74.64,0.0,3132.82,0.0,0,150,814.53,2168.28,False,None
P001666,E0139,2025-11-30,82.2,2.2,3450.01,138.61,0,150,897.0,2541.62,False,None
P001667,E0139,2025-12-15,85.95,5.95,3607.36,374.65,0,150,937.91,2894.1,False,None
P001668,E0139,2025-12-31,84.72,4.72,3555.68,297.12,0,-150,924.48,2778.33,True,Negative Deduction
P001669,E0140,2025-07-15,99.6,19.6,3494.81,1031.42,0,275,629.07,3622.16,False,None
P001670,E0140,2025-07-31,70.59,0.0,2476.99,0.0,0,275,445.86,1756.13,False,None
P001671,E0140,2025-08-15,71.39,16.0,2505.02,842.16,0,275,450.9,1779.11,True,Unusual Overtime
P001672,E0140,2025-08-31,70.72,0.0,2481.63,0.0,0,275,446.69,1759.94,False,None
P001673,E0140,2025-09-15,77.63,0.0,2724.13,0.0,0,275,490.34,1958.79,False,None
P001674,E0140,2025-09-30,88.8,8.8,3115.82,462.93,0,275,560.85,2742.9,False,None
P001675,E0140,2025-10-15,71.75,0.0,2517.57,0.0,500,-275,453.16,2039.41,True,Duplicate Bonus
P001676,E0140,2025-10-31,88.91,8.91,3119.74,468.81,0,275,561.55,2752.0,False,None
P001677,E0140,2025-11-15,80.28,0.28,2817.06,14.79,500,275,507.07,2549.78,False,None
P001678,E0140,2025-11-30,71.13,0.0,2495.88,0.0,0,275,449.26,1771.62,False,None
P001679,E0140,2025-12-15,65.99,0.0,2315.56,0.0,0,275,416.8,1623.76,False,None
P001680,E0140,2025-12-31,67.78,0.0,2378.38,0.0,0,275,428.11,1675.27,False,None
P001681,E0141,2025-07-15,74.67,20.0,2449.28,984.0,0,-75,538.84,1835.44,True,Negative Deduction
P001682,E0141,2025-07-31,78.65,0.0,2579.61,0.0,0,75,567.52,1937.1,False,None
P001683,E0141,2025-08-15,90.77,10.77,2977.21,529.81,0,75,654.99,2777.03,False,None
P001684,E0141,2025-08-31,86.39,6.39,2833.68,314.52,0,75,623.41,2449.79,False,None
P001685,E0141,2025-09-15,73.29,0.0,2403.86,0.0,250,75,528.85,2050.01,False,None
P001686,E0141,2025-09-30,83.27,3.27,2731.23,160.85,0,75,600.87,2216.21,False,None
P001687,E0141,2025-10-15,93.21,13.21,3057.37,650.05,0,75,672.62,2959.79,False,None
P001688,E0141,2025-10-31,94.99,14.99,3115.72,737.57,0,75,685.46,3092.83,False,None
P001689,E0141,2025-11-15,77.48,0.0,2541.5,0.0,0,75,559.13,1907.37,False,None
P001690,E0141,2025-11-30,87.67,7.67,2875.45,377.18,0,75,632.6,2545.04,True,Duplicate Bonus
P001691,E0141,2025-12-15,91.12,11.12,2988.72,547.09,0,75,657.52,2803.29,False,None
P001692,E0141,2025-12-31,67.94,0.0,2228.54,0.0,0,75,490.28,1663.26,False,None
P001693,E0142,2025-07-15,75.9,0.0,2299.03,0.0,0,275,620.74,1403.29,False,None
P001694,E0142,2025-07-31,97.76,17.76,2961.15,806.93,0,275,799.51,2693.58,False,None
P001695,E0142,2025-08-15,77.59,0.0,2350.25,0.0,250,275,634.57,1690.68,False,None
P001696,E0142,2025-08-31,56.57,0.0,1713.46,0.0,0,275,462.63,975.82,False,None
P001697,E0142,2025-09-15,79.03,0.0,2393.89,0.0,0,275,646.35,1472.54,False,None
P001698,E0142,2025-09-30,89.0,9.0,2695.72,408.78,0,275,727.84,2101.65,False,None
P001699,E0142,2025-10-15,80.05,0.05,2424.78,2.37,0,275,654.69,1497.45,False,None
P001700,E0142,2025-10-31,85.72,5.72,2596.55,260.02,0,275,701.07,1880.5,False,None
P001701,E0142,2025-11-15,87.51,7.51,2650.55,341.02,0,275,715.65,2000.93,False,None
P001702,E0142,2025-11-30,77.16,0.0,2337.19,0.0,500,275,631.04,1931.15,False,None
P001703,E0142,2025-12-15,75.84,0.0,2297.34,0.0,0,275,620.28,1402.06,False,None
P001704,E0142,2025-12-31,81.23,1.23,2460.38,55.77,0,275,664.3,1576.85,False,None
P001705,E0143,2025-07-15,51.42,0.0,1884.11,0.0,0,0,489.87,1394.24,False,None
P001706,E0143,2025-07-31,50.43,0.0,1847.85,0.0,0,0,480.44,1367.41,False,None
P001707,E0143,2025-08-15,50.76,0.0,1859.89,0.0,0,0,483.57,1376.32,False,None
P001708,E0143,2025-08-31,44.01,0.0,1612.59,0.0,0,0,419.27,1193.31,False,None
P001709,E0143,2025-09-15,56.0,0.0,2051.92,0.0,0,0,533.5,1518.42,False,None
P001710,E0143,2025-09-30,54.79,0.0,2007.65,0.0,250,0,521.99,1735.66,False,None
P001711,E0143,2025-10-15,39.31,0.0,1440.39,0.0,0,0,374.5,1065.89,False,None
P001712,E0143,2025-10-31,46.89,0.0,1717.93,0.0,0,0,446.66,1271.27,False,None
P001713,E0143,2025-11-15,50.74,0.0,1859.28,0.0,0,0,483.41,1375.87,True,Negative Deduction
P001714,E0143,2025-11-30,45.73,0.0,1675.38,0.0,0,0,435.6,1239.78,False,None
P001715,E0143,2025-12-15,55.1,0.0,2018.83,0.0,0,0,524.89,1493.93,False,None
P001716,E0143,2025-12-31,49.46,0.0,1812.4,0.0,1000,0,471.22,2341.17,False,None
P001717,E0144,2025-07-15,81.35,1.35,2700.91,67.36,0,150,702.24,1916.03,False,None
P001718,E0144,2025-07-31,76.79,0.0,2549.57,0.0,500,150,662.89,2236.68,False,None
P001719,E0144,2025-08-15,64.05,0.0,2126.6,0.0,0,150,552.92,1423.68,False,None
P001720,E0144,2025-08-31,63.6,0.0,2111.43,0.0,0,150,548.97,1412.46,False,None
P001721,E0144,2025-09-15,84.72,4.72,2812.6,234.9,500,150,731.28,2416.22,True,Duplicate Bonus
P001722,E0144,2025-09-30,82.14,2.14,2726.89,106.34,0,150,708.99,1974.24,False,None
P001723,E0144,2025-10-15,83.51,3.51,2772.51,174.76,0,150,720.85,2076.42,False,None
P001724,E0144,2025-10-31,81.08,1.08,2691.72,53.57,0,150,699.85,1895.44,False,None
P001725,E0144,2025-11-15,81.72,1.72,2712.99,85.48,0,150,705.38,1943.1,False,None
P001726,E0144,2025-11-30,87.75,7.75,2913.37,386.06,250,150,757.48,2641.95,False,None
P001727,E0144,2025-12-15,83.56,3.56,2774.09,177.14,0,150,721.26,2079.96,False,None
P001728,E0144,2025-12-31,88.33,8.33,2932.47,414.7,0,150,762.44,2434.72,False,None
P001729,E0145,2025-07-15,81.37,1.37,2682.82,67.84,250,275,482.91,2242.75,False,None
P001730,E0145,2025-07-31,77.6,0.0,2558.37,0.0,0,275,460.51,1822.86,False,None
P001731,E0145,2025-08-15,81.55,16.55,2688.82,818.66,0,275,483.99,2006.67,True,Duplicate Bonus
P001732,E0145,2025-08-31,73.31,0.0,2417.05,0.0,0,275,435.07,1706.98,False,None
P001733,E0145,2025-09-15,76.96,0.0,2537.41,0.0,0,275,456.73,1805.68,False,None
