payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type,timesheet_status,approval_status,previous_net_pay,net_pay_change,risk_score,risk_level,issue_summary
P001700,E0142,2025-10-31,85.72,5.72,2596.55,260.02,0,275,701.07,1880.5,False,None,Submitted,Approved,1497.45,383.04999999999995,0,Low,Normal
P001701,E0142,2025-11-15,87.51,7.51,2650.55,341.02,0,275,715.65,2000.93,False,None,Submitted,Approved,1880.5,120.43000000000006,0,Low,Normal
P001702,E0142,2025-11-30,77.16,0.0,2337.19,0.0,500,275,631.04,1931.15,False,None,Submitted,Not Required,2000.93,-69.77999999999997,0,Low,Normal
P001703,E0142,2025-12-15,75.84,0.0,2297.34,0.0,0,275,620.28,1402.06,False,None,Submitted,Not Required,1931.15,-529.0900000000001,2,Medium,Large change in net pay
P001704,E0142,2025-12-31,81.23,1.23,2460.38,55.77,0,275,664.3,1576.85,False,None,Submitted,Not Required,1402.06,174.78999999999996,0,Low,Normal
P001705,E0143,2025-07-15,51.42,0.0,1884.11,0.0,0,0,489.87,1394.24,False,None,Submitted,Not Required,,,0,Low,Normal
P001706,E0143,2025-07-31,50.43,0.0,1847.85,0.0,0,0,480.44,1367.41,False,None,Submitted,Not Required,1394.24,-26.829999999999927,0,Low,Normal
P001707,E0143,2025-08-15,50.76,0.0,1859.89,0.0,0,0,483.57,1376.32,False,None,Submitted,Not Required,1367.41,8.909999999999854,0,Low,Normal
P001708,E0143,2025-08-31,44.01,0.0,1612.59,0.0,0,0,419.27,1193.31,False,None,Submitted,Not Required,1376.32,-183.01,0,Low,Normal
P001709,E0143,2025-09-15,56.0,0.0,2051.92,0.0,0,0,533.5,1518.42,False,None,Submitted,Not Required,1193.31,325.1100000000001,0,Low,Normal
P001710,E0143,2025-09-30,54.79,0.0,2007.65,0.0,250,0,521.99,1735.66,False,None,Submitted,Not Required,1518.42,217.24,0,Low,Normal
P001711,E0143,2025-10-15,39.31,0.0,1440.39,0.0,0,0,374.5,1065.89,False,None,Submitted,Not Required,1735.66,-669.77,2,Medium,Large change in net pay
P001712,E0143,2025-10-31,46.89,0.0,1717.93,0.0,0,0,446.66,1271.27,False,None,Submitted,Not Required,1065.89,205.37999999999988,0,Low,Normal
P001713,E0143,2025-11-15,50.74,0.0,1859.28,0.0,0,0,483.41,1375.87,True,Negative Deduction,Submitted,Not Required,1271.27,104.59999999999991,3,Medium,Negative Deduction
P001714,E0143,2025-11-30,45.73,0.0,1675.38,0.0,0,0,435.6,1239.78,False,None,Submitted,Not Required,1375.87,-136.08999999999992,0,Low,Normal
P001715,E0143,2025-12-15,55.1,0.0,2018.83,0.0,0,0,524.89,1493.93,False,None,Submitted,Not Required,1239.78,254.1500000000001,0,Low,Normal
P001716,E0143,2025-12-31,49.46,0.0,1812.4,0.0,1000,0,471.22,2341.17,False,None,Missing,Not Required,1493.93,847.24,4,High,"Missing timesheet, Large change in net pay"
P001717,E0144,2025-07-15,81.35,1.35,2700.91,67.36,0,150,702.24,1916.03,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P001718,E0144,2025-07-31,76.79,0.0,2549.57,0.0,500,150,662.89,2236.68,False,None,Submitted,Not Required,1916.03,320.64999999999986,0,Low,Normal
P001719,E0144,2025-08-15,64.05,0.0,2126.6,0.0,0,150,552.92,1423.68,False,None,Submitted,Not Required,2236.68,-812.9999999999998,2,Medium,Large change in net pay
P001720,E0144,2025-08-31,63.6,0.0,2111.43,0.0,0,150,548.97,1412.46,False,None,Submitted,Not Required,1423.68,-11.220000000000027,0,Low,Normal
P001721,E0144,2025-09-15,84.72,4.72,2812.6,234.9,500,150,731.28,2416.22,True,Duplicate Bonus,Submitted,Not Required,1412.46,1003.7599999999998,5,High,"Duplicate Bonus, Large change in net pay"
P001722,E0144,2025-09-30,82.14,2.14,2726.89,106.34,0,150,708.99,1974.24,False,None,Submitted,Not Required,2416.22,-441.9799999999998,0,Low,Normal
P001723,E0144,2025-10-15,83.51,3.51,2772.51,174.76,0,150,720.85,2076.42,False,None,Submitted,Not Required,1974.24,102.18000000000006,0,Low,Normal
P001724,E0144,2025-10-31,81.08,1.08,2691.72,53.57,0,150,699.85,1895.44,False,None,Submitted,Not Required,2076.42,-180.98000000000002,0,Low,Normal
P001725,E0144,2025-11-15,81.72,1.72,2712.99,85.48,0,150,705.38,1943.1,False,None,Submitted,Not Required,1895.44,47.659999999999854,0,Low,Normal
P001726,E0144,2025-11-30,87.75,7.75,2913.37,386.06,250,150,757.48,2641.95,False,None,Late,Approved,1943.1,698.8499999999999,2,Medium,Large change in net pay
P001727,E0144,2025-12-15,83.56,3.56,2774.09,177.14,0,150,721.26,2079.96,False,None,Submitted,Not Required,2641.95,-561.9899999999998,2,Medium,Large change in net pay
P001728,E0144,2025-12-31,88.33,8.33,2932.47,414.7,0,150,762.44,2434.72,False,None,Submitted,Approved,2079.96,354.75999999999976,0,Low,Normal
P001729,E0145,2025-07-15,81.37,1.37,2682.82,67.84,250,275,482.91,2242.75,False,None,Submitted,Not Required,,,0,Low,Normal
P001730,E0145,2025-07-31,77.6,0.0,2558.37,0.0,0,275,460.51,1822.86,False,None,Submitted,Not Required,2242.75,-419.8900000000001,0,Low,Normal
P001731,E0145,2025-08-15,81.55,16.55,2688.82,818.66,0,275,483.99,2006.67,True,Duplicate Bonus,Submitted,Approved,1822.86,183.81000000000017,3,Medium,Duplicate Bonus
P001732,E0145,2025-08-31,73.31,0.0,2417.05,0.0,0,275,435.07,1706.98,False,None,Submitted,Not Required,2006.67,-299.69000000000005,0,Low,Normal
P001733,E0145,2025-09-15,76.96,0.0,2537.41,0.0,0,275,456.73,1805.68,False,None,Submitted,Not Required,1706.98,98.70000000000005,0,Low,Normal
P001734,E0145,2025-09-30,81.42,1.42,2684.44,70.25,0,275,483.2,1996.49,False,None,Submitted,Not Required,1805.68,190.80999999999995,0,Low,Normal
P001735,E0145,2025-10-15,81.31,1.31,2680.94,65.01,0,275,482.57,1988.38,False,None,Submitted,Not Required,1996.49,-8.1099999999999,0,Low,Normal
P001736,E0145,2025-10-31,79.15,0.0,2609.53,0.0,0,275,469.72,1864.82,False,None,Late,Not Required,1988.38,-123.56000000000017,0,Low,Normal
P001737,E0145,2025-11-15,68.89,0.0,2271.45,0.0,0,275,408.86,1587.59,False,None,Submitted,Not Required,1864.82,-277.23,0,Low,Normal
P001738,E0145,2025-11-30,85.09,5.09,2805.46,251.79,0,275,504.98,2277.27,False,None,Submitted,Approved,1587.59,689.6800000000001,2,Medium,Large change in net pay
P001739,E0145,2025-12-15,86.67,6.67,2857.64,330.05,0,275,514.37,2398.32,False,None,Submitted,Approved,2277.27,121.05000000000018,0,Low,Normal
P001740,E0145,2025-12-31,93.15,13.15,3071.14,650.31,0,-275,552.81,2893.64,True,Negative Deduction,Submitted,Approved,2398.32,495.3199999999997,3,Medium,Negative Deduction
P001741,E0146,2025-07-15,53.53,0.0,2618.36,0.0,2000,0,471.3,3147.05,True,Duplicate Bonus,Submitted,Not Required,,,3,Medium,Duplicate Bonus
P001742,E0146,2025-07-31,50.01,0.0,2446.07,0.0,0,0,440.29,2005.78,False,None,Submitted,Not Required,3147.05,-1141.2700000000002,2,Medium,Large change in net pay
P001743,E0146,2025-08-15,41.9,0.0,2049.12,0.0,0,0,368.84,1680.28,False,None,Submitted,Not Required,2005.78,-325.5,0,Low,Normal
P001744,E0146,2025-08-31,61.94,0.0,3029.3,0.0,250,0,545.27,2734.02,False,None,Submitted,Not Required,1680.28,1053.74,2,Medium,Large change in net pay
P001745,E0146,2025-09-15,51.98,0.0,2542.47,0.0,0,0,457.64,2084.83,False,None,Submitted,Not Required,2734.02,-649.19,2,Medium,Large change in net pay
P001746,E0146,2025-09-30,51.55,0.0,2521.16,0.0,0,0,453.81,2067.35,False,None,Submitted,Not Required,2084.83,-17.480000000000018,0,Low,Normal
P001747,E0146,2025-10-15,47.97,0.0,2346.09,0.0,0,0,422.3,1923.8,False,None,Missing,Not Required,2067.35,-143.54999999999995,2,Medium,Missing timesheet
P001748,E0146,2025-10-31,47.46,0.0,2321.08,0.0,250,0,417.8,2153.29,False,None,Submitted,Not Required,1923.8,229.49,0,Low,Normal
P001749,E0146,2025-11-15,55.51,0.0,2714.81,0.0,0,0,488.66,2226.14,False,None,Submitted,Not Required,2153.29,72.84999999999991,0,Low,Normal
P001750,E0146,2025-11-30,41.83,0.0,2045.83,0.0,0,0,368.25,1677.58,False,None,Submitted,Not Required,2226.14,-548.56,2,Medium,Large change in net pay
P001751,E0146,2025-12-15,63.0,21.0,3081.5,1540.66,0,0,554.67,2526.83,True,Unusual Overtime,Missing,Approved,1677.58,849.25,7,High,"Unusual Overtime, Missing timesheet, Large change in net pay"
P001752,E0146,2025-12-31,61.26,0.0,2996.24,0.0,0,0,539.32,2456.91,False,None,Submitted,Not Required,2526.83,-69.92000000000007,0,Low,Normal
P001753,E0147,2025-07-15,77.17,0.0,2764.91,0.0,0,275,497.68,1992.23,False,None,Submitted,Not Required,,,0,Low,Normal
P001754,E0147,2025-07-31,73.09,0.0,2618.78,0.0,500,275,471.38,2372.4,False,None,Submitted,Not Required,1992.23,380.1700000000001,0,Low,Normal
P001755,E0147,2025-08-15,63.88,0.0,2288.76,0.0,0,275,411.98,1601.78,False,None,Submitted,Not Required,2372.4,-770.6200000000001,2,Medium,Large change in net pay
P001756,E0147,2025-08-31,69.99,0.0,2507.69,0.0,250,275,451.39,2031.31,False,None,Submitted,Not Required,1601.78,429.53,0,Low,Normal
P001757,E0147,2025-09-15,85.84,5.84,3075.62,313.83,0,275,553.61,2560.84,False,None,Submitted,Approved,2031.31,529.5300000000002,2,Medium,Large change in net pay
P001758,E0147,2025-09-30,82.52,2.52,2956.79,135.58,1000,275,532.22,3285.15,False,None,Late,Not Required,2560.84,724.31,2,Medium,Large change in net pay
P001759,E0147,2025-10-15,83.95,3.95,3007.9,212.25,500,275,541.42,2903.73,False,None,Submitted,Not Required,3285.15,-381.4200000000001,0,Low,Normal
P001760,E0147,2025-10-31,65.24,0.0,2337.38,0.0,0,275,420.73,1641.65,False,None,Missing,Not Required,2903.73,-1262.08,4,High,"Missing timesheet, Large change in net pay"
P001761,E0147,2025-11-15,76.83,20.0,2752.94,1074.9,1000,275,495.53,2982.41,True,Unusual Overtime,Submitted,Pending,1641.65,1340.7599999999998,7,High,"Unusual Overtime, Pending manager approval, Large change in net pay"
P001762,E0147,2025-11-30,90.94,10.94,3258.32,587.87,0,275,586.5,2984.69,False,None,Submitted,Approved,2982.41,2.2800000000002,0,Low,Normal
P001763,E0147,2025-12-15,79.23,0.0,2838.87,0.0,0,275,511.0,2052.88,False,None,Missing,Not Required,2984.69,-931.81,4,High,"Missing timesheet, Large change in net pay"
P001764,E0147,2025-12-31,69.82,0.0,2501.71,0.0,0,275,450.31,1776.4,False,None,Submitted,Not Required,2052.88,-276.48,0,Low,Normal
P001765,E0148,2025-07-15,79.11,0.0,1556.04,0.0,0,0,342.33,1213.71,False,None,Submitted,Not Required,,,0,Low,Normal
P001766,E0148,2025-07-31,73.83,0.0,1452.27,0.0,0,0,319.5,1132.77,False,None,Submitted,Not Required,1213.71,-80.94000000000005,0,Low,Normal
P001767,E0148,2025-08-15,82.67,2.67,1626.11,78.76,0,0,357.74,1347.13,False,None,Submitted,Not Required,1132.77,214.36000000000013,0,Low,Normal
P001768,E0148,2025-08-31,80.16,0.16,1576.83,4.85,0,0,346.9,1234.78,False,None,Submitted,Not Required,1347.13,-112.35000000000014,0,Low,Normal
P001769,E0148,2025-09-15,84.35,4.35,1659.09,128.24,500,0,365.0,1922.33,False,None,Submitted,Not Required,1234.78,687.55,2,Medium,Large change in net pay
P001770,E0148,2025-09-30,70.26,0.0,1381.95,0.0,500,0,304.03,1327.92,True,Duplicate Bonus,Submitted,Not Required,1922.33,-594.4099999999999,5,High,"Duplicate Bonus, Large change in net pay"
P001771,E0148,2025-10-15,76.41,0.0,1502.99,0.0,0,0,330.66,1172.33,False,None,Submitted,Not Required,1327.92,-155.59000000000015,0,Low,Normal
P001772,E0148,2025-10-31,88.72,8.72,1745.19,257.39,0,0,383.94,1618.63,False,None,Submitted,Approved,1172.33,446.3000000000002,0,Low,Normal
P001773,E0148,2025-11-15,69.17,0.0,1360.49,0.0,0,0,299.31,1061.18,False,None,Submitted,Not Required,1618.63,-557.45,2,Medium,Large change in net pay
P001774,E0148,2025-11-30,71.98,0.0,1415.75,0.0,0,0,311.47,1104.29,False,None,Submitted,Not Required,1061.18,43.1099999999999,0,Low,Normal
P001775,E0148,2025-12-15,81.59,1.59,1604.96,47.04,0,0,353.09,1298.91,False,None,Submitted,Not Required,1104.29,194.62000000000012,0,Low,Normal
P001776,E0148,2025-12-31,82.29,2.29,1618.72,67.68,0,0,356.12,1330.28,False,None,Submitted,Not Required,1298.91,31.36999999999989,0,Low,Normal
P001777,E0149,2025-07-15,46.09,0.0,1679.49,0.0,0,0,302.31,1377.18,False,None,Submitted,Not Required,,,0,Low,Normal
P001778,E0149,2025-07-31,47.77,0.0,1740.83,0.0,1000,0,313.35,2427.48,False,None,Submitted,Not Required,1377.18,1050.3,2,Medium,Large change in net pay
P001779,E0149,2025-08-15,54.27,0.0,1977.45,0.0,0,0,355.94,1621.51,False,None,Missing,Not Required,2427.48,-805.97,4,High,"Missing timesheet, Large change in net pay"
P001780,E0149,2025-08-31,56.8,0.0,2069.69,0.0,0,0,372.54,1697.14,False,None,Submitted,Not Required,1621.51,75.63000000000011,0,Low,Normal
P001781,E0149,2025-09-15,41.45,0.0,1510.3,0.0,0,0,271.85,1238.45,False,None,Submitted,Not Required,1697.14,-458.69000000000005,0,Low,Normal
P001782,E0149,2025-09-30,52.91,0.0,1928.21,0.0,0,0,347.08,1581.13,False,None,Submitted,Not Required,1238.45,342.68000000000006,0,Low,Normal
P001783,E0149,2025-10-15,62.1,0.0,2262.78,0.0,0,0,407.3,1855.48,False,None,Submitted,Not Required,1581.13,274.3499999999999,0,Low,Normal
P001784,E0149,2025-10-31,49.07,0.0,1788.22,0.0,0,0,321.88,1466.34,False,None,Submitted,Not Required,1855.48,-389.1400000000001,0,Low,Normal
P001785,E0149,2025-11-15,41.36,0.0,1507.21,0.0,0,0,271.3,1235.91,False,None,Submitted,Not Required,1466.34,-230.42999999999984,0,Low,Normal
P001786,E0149,2025-11-30,40.99,0.0,1493.72,0.0,0,0,268.87,1224.85,False,None,Submitted,Not Required,1235.91,-11.060000000000173,0,Low,Normal
P001787,E0149,2025-12-15,48.71,0.0,1775.14,0.0,0,0,319.53,1455.62,False,None,Late,Not Required,1224.85,230.76999999999998,0,Low,Normal
P001788,E0149,2025-12-31,58.29,0.0,2123.97,0.0,0,0,382.31,1741.66,False,None,Submitted,Not Required,1455.62,286.0400000000002,0,Low,Normal
P001789,E0150,2025-07-15,79.67,0.0,3342.32,0.0,0,0,902.43,2439.9,False,None,Submitted,Not Required,,,0,Low,Normal
P001790,E0150,2025-07-31,81.51,1.51,3419.51,95.26,0,0,923.27,2591.5,True,Negative Deduction,Submitted,Not Required,2439.9,151.5999999999999,3,Medium,Negative Deduction
P001791,E0150,2025-08-15,72.03,0.0,3021.63,0.0,0,0,815.84,2205.79,False,None,Missing,Not Required,2591.5,-385.71000000000004,2,Medium,Missing timesheet
P001792,E0150,2025-08-31,87.86,7.86,3685.93,494.9,500,0,995.2,3685.63,False,None,Submitted,Approved,2205.79,1479.8400000000001,2,Medium,Large change in net pay
P001793,E0150,2025-09-15,70.83,0.0,2971.52,0.0,0,0,802.31,2169.21,False,None,Submitted,Not Required,3685.63,-1516.42,2,Medium,Large change in net pay
P001794,E0150,2025-09-30,75.96,0.0,3186.69,0.0,1000,0,860.41,3326.28,False,None,Submitted,Not Required,2169.21,1157.0700000000002,2,Medium,Large change in net pay
P001795,E0150,2025-10-15,85.04,5.04,3567.4,317.1,0,0,963.2,2921.3,False,None,Submitted,Approved,3326.28,-404.98,0,Low,Normal
P001796,E0150,2025-10-31,63.68,0.0,2671.57,0.0,0,0,721.32,1950.24,False,None,Submitted,Not Required,2921.3,-971.0600000000002,2,Medium,Large change in net pay
P001797,E0150,2025-11-15,81.39,1.39,3414.38,87.57,0,0,921.88,2580.07,False,None,Submitted,Not Required,1950.24,629.8300000000002,2,Medium,Large change in net pay
P001798,E0150,2025-11-30,71.69,0.0,3007.29,0.0,0,0,811.97,2195.32,False,None,Submitted,Not Required,2580.07,-384.75,0,Low,Normal
P001799,E0150,2025-12-15,80.13,0.13,3361.55,8.33,0,0,907.62,2462.27,False,None,Submitted,Not Required,2195.32,266.9499999999998,0,Low,Normal
P001800,E0150,2025-12-31,77.18,0.0,3237.85,0.0,0,0,874.22,2363.63,True,Duplicate Bonus,Submitted,Not Required,2462.27,-98.63999999999987,3,Medium,Duplicate Bonus
P001801,E0151,2025-07-15,96.85,16.85,3322.81,867.01,0,275,897.16,3017.67,False,None,Submitted,Pending,,,2,Medium,Pending manager approval
P001802,E0151,2025-07-31,76.86,0.0,2636.9,0.0,0,275,711.96,1649.93,False,None,Submitted,Not Required,3017.67,-1367.74,2,Medium,Large change in net pay
P001803,E0151,2025-08-15,94.74,14.74,3250.57,758.66,0,275,877.65,2856.57,False,None,Submitted,Approved,1649.93,1206.64,2,Medium,Large change in net pay
P001804,E0151,2025-08-31,84.7,4.7,2905.91,241.66,250,275,784.59,2337.97,False,None,Submitted,Not Required,2856.57,-518.6000000000004,2,Medium,Large change in net pay
P001805,E0151,2025-09-15,73.59,0.0,2524.82,0.0,0,275,681.7,1568.12,False,None,Submitted,Not Required,2337.97,-769.8499999999999,2,Medium,Large change in net pay
P001806,E0151,2025-09-30,82.65,2.65,2835.6,136.2,0,275,765.61,1931.19,False,None,Submitted,Not Required,1568.12,363.07000000000016,0,Low,Normal
P001807,E0151,2025-10-15,77.56,0.0,2661.25,0.0,0,275,718.54,1667.71,False,None,Submitted,Not Required,1931.19,-263.48,0,Low,Normal
P001808,E0151,2025-10-31,81.94,1.94,2811.27,99.7,250,275,759.04,2126.93,False,None,Submitted,Not Required,1667.71,459.2199999999998,0,Low,Normal
P001809,E0151,2025-11-15,74.29,0.0,2548.85,0.0,0,275,688.19,1585.66,False,None,Submitted,Not Required,2126.93,-541.2699999999998,2,Medium,Large change in net pay
P001810,E0151,2025-11-30,93.52,13.52,3208.72,695.88,0,275,866.35,2763.25,False,None,Submitted,Pending,1585.66,1177.59,4,High,"Pending manager approval, Large change in net pay"
P001811,E0151,2025-12-15,87.4,7.4,2998.8,381.0,0,275,809.68,2295.13,False,None,Submitted,Approved,2763.25,-468.1199999999999,0,Low,Normal
P001812,E0151,2025-12-31,80.25,0.25,2753.52,13.09,0,275,743.45,1748.16,True,Duplicate Bonus,Submitted,Not Required,2295.13,-546.97,5,High,"Duplicate Bonus, Large change in net pay"
P001813,E0152,2025-07-15,93.83,13.83,4313.5,953.85,0,75,1164.64,4027.7,False,None,Missing,Approved,,,2,Medium,Missing timesheet
P001814,E0152,2025-07-31,80.59,0.59,3704.92,40.98,0,75,1000.33,2670.56,False,None,Submitted,Not Required,4027.7,-1357.1399999999999,2,Medium,Large change in net pay
P001815,E0152,2025-08-15,88.78,8.78,4081.26,605.49,0,75,1101.94,3509.82,False,None,Missing,Approved,2670.56,839.2600000000002,4,High,"Missing timesheet, Large change in net pay"
P001816,E0152,2025-08-31,80.31,0.31,3691.69,21.13,0,75,996.76,2641.06,False,None,Submitted,Not Required,3509.82,-868.7600000000002,2,Medium,Large change in net pay
P001817,E0152,2025-09-15,83.15,3.15,3822.46,217.28,0,75,1032.06,2932.68,False,None,Submitted,Not Required,2641.06,291.6199999999999,0,Low,Normal
P001818,E0152,2025-09-30,79.35,0.0,3647.65,0.0,0,75,984.87,2587.78,False,None,Submitted,Not Required,2932.68,-344.89999999999964,0,Low,Normal
P001819,E0152,2025-10-15,80.76,0.76,3712.65,52.57,0,75,1002.41,2687.81,False,None,Submitted,Not Required,2587.78,100.02999999999975,0,Low,Normal
P001820,E0152,2025-10-31,81.36,1.36,3740.31,94.07,250,75,1009.88,2999.5,False,None,Submitted,Not Required,2687.81,311.69000000000005,0,Low,Normal
P001821,E0152,2025-11-15,74.64,0.0,3431.3,0.0,0,75,926.45,2429.85,False,None,Submitted,Not Required,2999.5,-569.6500000000001,2,Medium,Large change in net pay
P001822,E0152,2025-11-30,76.79,0.0,3530.1,0.0,0,75,953.13,2501.98,False,None,Submitted,Not Required,2429.85,72.13000000000011,0,Low,Normal
P001823,E0152,2025-12-15,78.27,0.0,3597.89,0.0,0,75,971.43,2551.46,False,None,Submitted,Not Required,2501.98,49.48000000000002,0,Low,Normal
P001824,E0152,2025-12-31,81.84,1.84,3762.08,126.72,0,75,1015.76,2798.04,False,None,Submitted,Not Required,2551.46,246.57999999999993,0,Low,Normal
P001825,E0153,2025-07-15,49.76,0.0,5771.62,0.0,0,0,1269.76,4501.87,False,None,Submitted,Not Required,,,0,Low,Normal
P001826,E0153,2025-07-31,59.38,0.0,6888.57,0.0,0,0,1515.49,5373.09,False,None,Submitted,Not Required,4501.87,871.2200000000003,2,Medium,Large change in net pay
P001827,E0153,2025-08-15,56.78,0.0,6586.13,0.0,0,0,1448.95,5137.18,False,None,Submitted,Not Required,5373.09,-235.90999999999985,0,Low,Normal
P001828,E0153,2025-08-31,48.43,22.0,5617.81,3828.0,0,0,1235.92,4381.89,True,Unusual Overtime,Submitted,Pending,5137.18,-755.29,7,High,"Unusual Overtime, Pending manager approval, Large change in net pay"
P001829,E0153,2025-09-15,61.05,0.0,7082.3,0.0,500,0,1558.11,6024.19,False,None,Submitted,Not Required,4381.89,1642.2999999999993,2,Medium,Large change in net pay
P001830,E0153,2025-09-30,64.98,0.0,7538.16,0.0,250,0,1658.4,6129.77,False,None,Submitted,Not Required,6024.19,105.58000000000084,0,Low,Normal
P001831,E0153,2025-10-15,33.65,0.0,3903.33,0.0,0,0,858.73,3044.6,False,None,Missing,Not Required,6129.77,-3085.1700000000005,4,High,"Missing timesheet, Large change in net pay"
P001832,E0153,2025-10-31,57.46,0.0,6665.17,0.0,0,0,1466.34,5198.83,False,None,Submitted,Not Required,3044.6,2154.23,2,Medium,Large change in net pay
P001833,E0153,2025-11-15,44.46,0.0,5156.91,0.0,0,0,1134.52,4022.39,False,None,Submitted,Not Required,5198.83,-1176.44,2,Medium,Large change in net pay
P001834,E0153,2025-11-30,56.41,0.0,6543.09,0.0,0,0,1439.48,5103.61,False,None,Submitted,Not Required,4022.39,1081.2199999999998,2,Medium,Large change in net pay
P001835,E0153,2025-12-15,59.91,0.0,6949.08,0.0,0,0,1528.8,5420.29,False,None,Submitted,Not Required,5103.61,316.6800000000003,0,Low,Normal
P001836,E0153,2025-12-31,42.98,0.0,4986.15,0.0,0,0,1096.95,3889.2,False,None,Submitted,Not Required,5420.29,-1531.0900000000001,2,Medium,Large change in net pay
P001837,E0154,2025-07-15,65.18,0.0,1643.22,0.0,0,0,295.78,1347.44,False,None,Submitted,Not Required,,,0,Low,Normal
P001838,E0154,2025-07-31,86.68,6.68,2185.29,252.74,0,0,393.35,2044.67,False,None,Submitted,Approved,1347.44,697.23,2,Medium,Large change in net pay
P001839,E0154,2025-08-15,81.08,1.08,2044.11,40.96,0,0,367.94,1717.13,False,None,Missing,Not Required,2044.67,-327.53999999999996,2,Medium,Missing timesheet
P001840,E0154,2025-08-31,66.65,0.0,1680.31,0.0,0,0,302.46,1377.85,False,None,Submitted,Not Required,1717.13,-339.2800000000002,0,Low,Normal
P001841,E0154,2025-09-15,100.24,20.24,2526.96,765.24,0,0,454.85,2837.35,False,None,Submitted,Pending,1377.85,1459.5,4,High,"Pending manager approval, Large change in net pay"
P001842,E0154,2025-09-30,85.0,5.0,2142.73,188.9,0,0,385.69,1945.94,False,None,Missing,Not Required,2837.35,-891.4099999999999,4,High,"Missing timesheet, Large change in net pay"
P001843,E0154,2025-10-15,85.36,5.36,2151.95,202.72,0,0,387.35,1967.31,False,None,Submitted,Approved,1945.94,21.36999999999989,0,Low,Normal
P001844,E0154,2025-10-31,90.93,33.93,2292.26,1282.93,0,0,412.61,2292.84,True,Unusual Overtime,Submitted,Approved,1967.31,325.5300000000002,3,Medium,Unusual Overtime
P001845,E0154,2025-11-15,75.35,0.0,1899.66,0.0,0,0,341.94,1557.72,False,None,Submitted,Not Required,2292.84,-735.1200000000001,2,Medium,Large change in net pay
P001846,E0154,2025-11-30,81.04,1.04,2043.11,39.46,0,0,367.76,1714.82,True,Negative Deduction,Submitted,Not Required,1557.72,157.0999999999999,3,Medium,Negative Deduction
P001847,E0154,2025-12-15,69.45,23.0,1750.72,869.74,0,0,315.13,1435.59,True,Unusual Overtime,Submitted,Approved,1714.82,-279.23,3,Medium,Unusual Overtime
P001848,E0154,2025-12-31,75.14,0.0,1894.19,0.0,0,0,340.95,1553.23,False,None,Submitted,Not Required,1435.59,117.6400000000001,0,Low,Normal
P001849,E0155,2025-07-15,83.09,3.09,1803.78,100.47,250,75,468.98,1610.27,False,None,Submitted,Not Required,,,0,Low,Normal
P001850,E0155,2025-07-31,66.68,0.0,1447.57,0.0,500,75,376.37,1496.2,False,None,Missing,Not Required,1610.27,-114.06999999999994,2,Medium,Missing timesheet
P001851,E0155,2025-08-15,74.91,0.0,1626.29,0.0,0,75,422.84,1128.45,False,None,Submitted,Not Required,1496.2,-367.75,0,Low,Normal
P001852,E0155,2025-08-31,72.58,0.0,1575.64,0.0,500,75,409.67,1590.97,False,None,Missing,Not Required,1128.45,462.52,2,Medium,Missing timesheet
P001853,E0155,2025-09-15,81.14,1.14,1761.48,37.02,0,75,457.98,1265.51,False,None,Missing,Not Required,1590.97,-325.46000000000004,2,Medium,Missing timesheet
P001854,E0155,2025-09-30,84.6,4.6,1836.61,149.72,0,75,477.52,1433.82,False,None,Submitted,Not Required,1265.51,168.30999999999995,0,Low,Normal
P001855,E0155,2025-10-15,85.94,5.94,1865.7,193.35,0,75,485.08,1498.96,False,None,Submitted,Pending,1433.82,65.1400000000001,2,Medium,Pending manager approval
P001856,E0155,2025-10-31,87.99,7.99,1910.27,260.21,0,75,496.67,1598.81,False,None,Submitted,Approved,1498.96,99.84999999999991,0,Low,Normal
P001857,E0155,2025-11-15,90.98,10.98,1975.11,357.46,0,75,513.53,1744.04,False,None,Submitted,Pending,1598.81,145.23000000000002,2,Medium,Pending manager approval
P001858,E0155,2025-11-30,84.86,4.86,1842.27,158.2,0,75,478.99,1446.48,False,None,Submitted,Not Required,1744.04,-297.55999999999995,0,Low,Normal
P001859,E0155,2025-12-15,95.1,15.1,2064.59,491.69,0,75,536.79,1944.49,False,None,Missing,Pending,1446.48,498.01,4,High,"Missing timesheet, Pending manager approval"
P001860,E0155,2025-12-31,80.96,0.96,1757.56,31.13,0,75,456.96,1256.72,False,None,Submitted,Not Required,1944.49,-687.77,2,Medium,Large change in net pay
P001861,E0156,2025-07-15,78.61,0.0,2083.26,0.0,0,275,374.99,1433.27,False,None,Submitted,Not Required,,,0,Low,Normal
P001862,E0156,2025-07-31,84.86,4.86,2248.75,193.12,0,275,404.77,1762.1,False,None,Submitted,Not Required,1433.27,328.8299999999999,0,Low,Normal
P001863,E0156,2025-08-15,78.27,0.0,2074.12,0.0,0,275,373.34,1425.78,False,None,Submitted,Not Required,1762.1,-336.31999999999994,0,Low,Normal
P001864,E0156,2025-08-31,94.82,14.82,2512.74,589.12,0,275,452.29,2374.57,False,None,Submitted,Approved,1425.78,948.7900000000002,2,Medium,Large change in net pay
P001865,E0156,2025-09-15,89.05,9.05,2359.77,359.65,0,275,424.76,2019.66,False,None,Submitted,Rejected,2374.57,-354.9100000000001,0,Low,Normal
